Time;Pos_x;Pos_y;Pos_z;Vel_x;Vel_y;Vel_z;Vel_norm;Acc_x;Acc_y;Acc_z;Acc_norm;Thrust;Omg_x;Omg_y;Omg_z;Omg_norm;Alpha;Quat_w;Quat_x;Quat_y;Quat_z;Yaw;Pitch;Roll
8.24;-1.38936;1.04238;1.55783;2.19305;-1.21351;0.132499;2.5099;-0.354208;-2.26318;0.0139425;2.29077;10.0448;-0.795193;-0.120984;0.287746;0.854264;76.9945;0.962528;0.125432;0.0568988;-0.232952;151.718;167.587;-170.098
8.26;-1.34557;1.01766;1.56048;2.18574;-1.25865;0.132709;2.52572;-0.375867;-2.25058;0.00699656;2.28177;10.0351;-0.785131;-0.123503;0.286841;0.844962;76.865;0.960469;0.125651;0.0571874;-0.241121;150.733;167.655;-169.953
8.28;-1.30193;0.99204;1.56314;2.17803;-1.30351;0.132776;2.54177;-0.394993;-2.23471;-0.000376483;2.26935;10.0242;-0.773843;-0.126077;0.285499;0.834409;76.7371;0.958376;0.125714;0.0575541;-0.249194;149.76;167.744;-169.806
8.3;-1.25845;0.965524;1.56579;2.16996;-1.34801;0.132691;2.55802;-0.411465;-2.21544;-0.00818779;2.25335;10.012;-0.761307;-0.128678;0.283699;0.822576;76.6118;0.956255;0.12561;0.0579983;-0.257162;148.801;167.854;-169.658
8.32;-1.21514;0.938122;1.56844;2.16159;-1.3921;0.132446;2.57448;-0.425164;-2.19269;-0.0164485;2.23359;9.99855;-0.747501;-0.131276;0.281414;0.809435;76.4903;0.954114;0.125332;0.0585193;-0.265014;147.855;167.986;-169.51
8.34;-1.17199;0.909843;1.57109;2.15297;-1.4357;0.13203;2.59113;-0.435969;-2.16633;-0.0251699;2.20991;9.98373;-0.73241;-0.133841;0.27862;0.794963;76.374;0.951958;0.124868;0.059116;-0.27274;146.927;168.142;-169.363
8.36;-1.12902;0.880698;1.57372;2.14417;-1.47873;0.131436;2.60795;-0.44376;-2.13627;-0.034363;2.18214;9.96753;-0.716017;-0.136342;0.27529;0.779136;76.2639;0.949795;0.124211;0.0597873;-0.280329;146.016;168.321;-169.219
8.38;-1.08623;0.850698;1.57634;2.13524;-1.52112;0.130653;2.62491;-0.448417;-2.10239;-0.044039;2.15013;9.94994;-0.698308;-0.138744;0.271397;0.761932;76.1614;0.947632;0.123348;0.0605319;-0.287771;145.124;168.525;-169.077
8.4;-1.04361;0.819857;1.57895;2.12625;-1.5628;0.129671;2.64199;-0.449821;-2.06459;-0.0542092;2.11372;9.93095;-0.679273;-0.141015;0.266912;0.743329;76.0677;0.945477;0.12227;0.0613484;-0.295054;144.254;168.755;-168.941
8.42;-1.00118;0.788191;1.58153;2.11727;-1.60368;0.128481;2.65916;-0.44785;-2.02276;-0.0648846;2.07276;9.91056;-0.658899;-0.143119;0.261804;0.723306;75.9842;0.943338;0.120966;0.0622354;-0.302168;143.408;169.011;-168.81
8.44;-0.958919;0.755716;1.58409;2.10836;-1.64368;0.127072;2.67639;-0.442385;-1.9768;-0.0760765;2.02712;9.88877;-0.637175;-0.145021;0.256042;0.701841;75.9122;0.941222;0.119424;0.0631912;-0.309102;142.586;169.295;-168.686
8.46;-0.91684;0.72245;1.58661;2.0996;-1.68272;0.125434;2.69363;-0.433305;-1.92659;-0.087796;1.97667;9.8656;-0.614089;-0.146686;0.249591;0.67891;75.8528;0.939138;0.117632;0.0642146;-0.315844;141.79;169.608;-168.571
8.48;-0.874934;0.688414;1.5891;2.09106;-1.72072;0.123557;2.71084;-0.420492;-1.87204;-0.100054;1.92129;9.84107;-0.589628;-0.148079;0.242416;0.654488;75.8073;0.937094;0.115579;0.0653039;-0.322383;141.024;169.95;-168.465
8.5;-0.833196;0.653629;1.59155;2.08281;-1.75758;0.121428;2.72798;-0.403824;-1.81303;-0.112863;1.86088;9.81525;-0.563775;-0.149163;0.234479;0.628548;75.7771;0.935098;0.113251;0.066458;-0.328705;140.287;170.322;-168.37
8.52;-0.791619;0.618119;1.59396;2.07493;-1.79321;0.119038;2.74501;-0.383181;-1.74946;-0.126232;1.79538;9.78817;-0.536512;-0.149903;0.22574;0.601061;75.7632;0.93316;0.110635;0.0676755;-0.3348;139.583;170.725;-168.286
8.54;-0.750195;0.58191;1.59631;2.06751;-1.82752;0.116375;2.76188;-0.358444;-1.68122;-0.140174;1.72471;9.75992;-0.507815;-0.150264;0.216156;0.571995;75.7667;0.931287;0.107718;0.0689555;-0.340653;138.913;171.161;-168.215
8.56;-0.708915;0.545028;1.59861;2.06062;-1.86043;0.113428;2.77853;-0.329493;-1.60821;-0.154699;1.64889;9.73058;-0.477656;-0.150214;0.205681;0.541317;75.7889;0.929489;0.104485;0.0702974;-0.346252;138.279;171.631;-168.158
8.58;-0.667766;0.507503;1.60085;2.05436;-1.89182;0.110184;2.79491;-0.296316;-1.5304;-0.169796;1.56805;9.70031;-0.44605;-0.149714;0.194288;0.509041;75.8307;0.927773;0.100928;0.0716967;-0.35158;137.683;172.134;-168.116
8.6;-0.626736;0.469366;1.60301;2.04879;-1.92161;0.106632;2.81096;-0.259181;-1.44804;-0.1854;1.48269;9.66936;-0.413119;-0.14872;0.181997;0.475297;75.8936;0.926149;0.0970546;0.0731405;-0.35662;137.127;172.669;-168.09
8.62;-0.585809;0.43065;1.60511;2.04401;-1.94971;0.102765;2.82665;-0.218394;-1.36139;-0.201435;1.39343;9.63802;-0.378999;-0.147189;0.168837;0.440239;75.9785;0.924623;0.092874;0.0746149;-0.361354;136.612;173.234;-168.081
8.64;-0.54497;0.391389;1.60712;2.04008;-1.97604;0.0985727;2.8419;-0.174265;-1.2707;-0.217826;1.30096;9.60657;-0.343816;-0.145091;0.154841;0.404025;76.0862;0.923204;0.0883971;0.0761071;-0.365767;136.141;173.826;-168.089
8.66;-0.5042;0.35162;1.60905;2.03706;-2.00051;0.0940498;2.85666;-0.127102;-1.17624;-0.234499;1.2061;9.57529;-0.307687;-0.142402;0.140043;0.366827;76.2174;0.921899;0.0836354;0.0776052;-0.369842;135.714;174.445;-168.117
8.68;-0.463481;0.311381;1.61088;2.03502;-2.02307;0.0891913;2.87089;-0.0772122;-1.07828;-0.251378;1.10989;9.54445;-0.270723;-0.139108;0.124482;0.328843;76.3722;0.920713;0.0786012;0.0790984;-0.373565;135.334;175.087;-168.163
8.7;-0.422793;0.270711;1.61262;2.03399;-2.04362;0.0839938;2.88454;-0.0249048;-0.977088;-0.268388;1.01358;9.51433;-0.233025;-0.135205;0.108199;0.290324;76.5506;0.919653;0.0733074;0.0805765;-0.376922;135.001;175.751;-168.227
8.72;-0.382114;0.22965;1.61424;2.03403;-2.06213;0.0784554;2.89755;0.0295122;-0.872919;-0.285455;0.918882;9.48516;-0.194685;-0.130696;0.0912387;0.251611;76.7523;0.918724;0.0677681;0.0820306;-0.379899;134.716;176.434;-168.31
8.74;-0.341424;0.18824;1.61575;2.03518;-2.07852;0.0725757;2.9099;0.0857305;-0.766041;-0.302504;0.828056;9.45722;-0.15579;-0.125597;0.0736508;0.213236;76.9768;0.91793;0.0619983;0.0834526;-0.382484;134.48;177.135;-168.411
8.76;-0.300699;0.146523;1.61714;2.03747;-2.09275;0.0663559;2.92153;0.143442;-0.656718;-0.319459;0.74425;9.43072;-0.11642;-0.119928;0.0554882;0.176112;77.2234;0.917277;0.0560139;0.0848353;-0.384665;134.294;177.851;-168.529
8.78;-0.259917;0.104544;1.6184;2.04093;-2.10478;0.0597985;2.93241;0.202338;-0.545215;-0.336245;0.671759;9.40588;-0.0766492;-0.113724;0.0368078;0.141996;77.4911;0.916766;0.0498319;0.0861722;-0.386432;134.159;178.581;-168.663
8.8;-0.219054;0.0623474;1.61953;2.04557;-2.11455;0.0529077;2.94253;0.26211;-0.431796;-0.352789;0.616124;9.38292;-0.0365474;-0.107023;0.0176708;0.114464;77.7788;0.916401;0.0434704;0.0874581;-0.387774;134.075;179.321;-168.812
8.82;-0.178086;0.0199777;1.62052;2.05142;-2.12204;0.0456891;2.95185;0.322451;-0.316725;-0.369014;0.58349;9.36201;0.00381871;-0.0998755;-0.00185772;0.0999658;78.0851;0.916184;0.0369482;0.0886882;-0.388684;134.042;-179.929;-168.974
8.84;-0.13699;-0.0225187;1.62136;2.05847;-2.12721;0.0381498;2.96037;0.383051;-0.200267;-0.384845;0.578741;9.34331;0.0443842;-0.0923369;-0.0217089;0.104725;78.4086;0.916115;0.0302855;0.0898585;-0.389153;134.061;-179.172;-169.149
8.86;-0.0957394;-0.0650951;1.62204;2.06674;-2.13004;0.0302984;2.96806;0.443603;-0.0826867;-0.400209;0.603148;9.32697;0.0850848;-0.0844699;-0.0418102;0.126975;78.7476;0.916196;0.0235031;0.0909658;-0.389174;134.132;-178.411;-169.335
8.88;-0.0543119;-0.107705;1.62257;2.07621;-2.13051;0.022145;2.97493;0.503798;0.0357522;-0.415029;0.653713;9.3131;0.125856;-0.0763427;-0.0620858;0.159758;79.1004;0.916425;0.0166228;0.0920075;-0.388743;134.255;-177.646;-169.529
8.9;-0.0126829;-0.1503;1.62293;2.08689;-2.12861;0.0137013;2.98098;0.563328;0.154785;-0.429232;0.724939;9.30179;0.16663;-0.0680279;-0.0824571;0.197971;79.465;0.916803;0.00966723;0.0929814;-0.387856;134.431;-176.882;-169.73
8.92;0.0291714;-0.192833;1.62311;2.09874;-2.12432;0.00498037;2.98621;0.621885;0.274147;-0.442741;0.811121;9.29313;0.207337;-0.0596009;-0.102843;0.238993;79.8397;0.917326;0.00265966;0.0938857;-0.386509;134.659;-176.118;-169.937
8.94;0.0712744;-0.235257;1.62312;2.11175;-2.11764;-0.00400321;2.99064;0.679161;0.393575;-0.455482;0.907538;9.28716;0.247904;-0.0511387;-0.123161;0.281496;80.2223;0.917993;-0.00437608;0.094719;-0.384702;134.939;-175.359;-170.146
8.96;0.113649;-0.277523;1.62295;2.1259;-2.10858;-0.0132333;2.99428;0.734847;0.512803;-0.467381;1.01065;9.2839;0.28825;-0.0427181;-0.143326;0.324739;80.6109;0.918801;-0.0114157;0.0954801;-0.382434;135.27;-174.606;-170.358
8.98;0.156317;-0.319584;1.62259;2.14113;-2.09713;-0.0226923;2.99715;0.788634;0.631567;-0.478361;1.11788;9.28334;0.32829;-0.034414;-0.163255;0.368254;81.0036;0.919745;-0.0184346;0.0961677;-0.379708;135.654;-173.861;-170.568
9;0.199301;-0.361392;1.62204;2.15743;-2.08332;-0.0323611;2.99929;0.840215;0.749603;-0.488349;1.22734;9.28547;0.367933;-0.026298;-0.182863;0.41171;81.3983;0.920822;-0.0254082;0.0967804;-0.376527;136.088;-173.127;-170.776
9.02;0.242621;-0.402901;1.6213;2.17473;-2.06715;-0.0422192;3.00072;0.889282;0.866647;-0.497269;1.3376;9.29024;0.407081;-0.0184364;-0.202067;0.454847;81.7931;0.922026;-0.0323117;0.0973166;-0.372896;136.572;-172.405;-170.98
9.04;0.286297;-0.444063;1.62035;2.19298;-2.04866;-0.0522443;3.00148;0.935525;0.982434;-0.505046;1.44757;9.29758;0.44563;-0.0108889;-0.220784;0.497444;82.1864;0.923352;-0.0391206;0.0977744;-0.368822;137.106;-171.699;-171.179
9.06;0.330346;-0.484832;1.61921;2.21213;-2.02787;-0.0624129;3.00161;0.978638;1.0967;-0.511606;1.55635;9.30739;0.483468;-0.00370673;-0.238937;0.539301;82.5765;0.924793;-0.045811;0.0981511;-0.364313;137.689;-171.011;-171.37
9.08;0.374787;-0.525162;1.61785;2.2321;-2.00481;-0.0726999;3.00113;1.01831;1.20918;-0.516872;1.6632;9.31959;0.520481;0.0030685;-0.256447;0.580237;82.962;0.926344;-0.0523591;0.0984436;-0.359379;138.319;-170.342;-171.554
9.1;0.419635;-0.565009;1.6163;2.25283;-1.97951;-0.0830787;3.00011;1.05424;1.31961;-0.520772;1.76748;9.33404;0.556547;0.00940599;-0.273243;0.620077;83.3415;0.927997;-0.058742;0.0986477;-0.354031;138.995;-169.696;-171.728
9.12;0.464905;-0.604328;1.61453;2.27424;-1.95204;-0.0935211;2.99856;1.0861;1.42772;-0.523228;1.86863;9.35061;0.591543;0.0152868;-0.289257;0.658655;83.7142;0.929746;-0.0649378;0.0987584;-0.348282;139.716;-169.074;-171.894
9.14;0.510609;-0.643077;1.61256;2.29625;-1.92242;-0.103998;2.99654;1.11361;1.53326;-0.524168;1.96615;9.36917;0.625344;0.0207047;-0.304425;0.695815;84.0792;0.931583;-0.0709252;0.0987695;-0.342147;140.481;-168.479;-172.049
9.16;0.556758;-0.681211;1.61037;2.31876;-1.89072;-0.114477;2.99409;1.13644;1.63595;-0.523514;2.05959;9.38955;0.657823;0.0256665;-0.318689;0.731404;84.4361;0.933502;-0.0766843;0.0986735;-0.335642;141.287;-167.912;-172.195
9.18;0.603362;-0.718692;1.60798;2.34167;-1.857;-0.124927;2.99124;1.15429;1.73554;-0.521194;2.14852;9.4116;0.688855;0.0301925;-0.331995;0.76528;84.7847;0.935494;-0.0821961;0.0984617;-0.328783;142.132;-167.377;-172.331
9.2;0.650427;-0.755479;1.60537;2.36489;-1.82133;-0.135313;2.98802;1.16685;1.83175;-0.517131;2.23255;9.43516;0.71832;0.0343163;-0.344297;0.797309;85.1252;0.937552;-0.0874429;0.0981238;-0.321589;143.015;-166.875;-172.459
9.22;0.697959;-0.791533;1.60257;2.38831;-1.78376;-0.1456;2.98446;1.17382;1.92433;-0.511251;2.31133;9.46007;0.746101;0.0380852;-0.355552;0.827366;85.4581;0.939669;-0.0924085;0.0976483;-0.314078;143.932;-166.408;-172.58
9.24;0.74596;-0.826817;1.59955;2.41181;-1.74438;-0.155751;2.98059;1.17488;2.013;-0.503478;2.38454;9.48619;0.772088;0.0415592;-0.365724;0.855337;85.7843;0.941838;-0.0970776;0.0970217;-0.306272;144.882;-165.978;-172.696
9.26;0.794431;-0.861296;1.59634;2.43526;-1.70327;-0.165726;2.97642;1.16977;2.09754;-0.493754;2.45191;9.51336;0.796198;0.0448053;-0.37479;0.881139;86.1048;0.94405;-0.101439;0.0962314;-0.298191;145.862;-165.586;-172.808
9.28;0.84337;-0.894937;1.59292;2.45856;-1.6605;-0.175488;2.97196;1.1586;2.1779;-0.482127;2.51358;9.54143;0.818467;0.0478644;-0.382788;0.904824;86.4199;0.946295;-0.105497;0.0952779;-0.289857;146.868;-165.232;-172.918
9.3;0.892772;-0.927706;1.58932;2.48157;-1.61618;-0.184999;2.96723;1.14159;2.25412;-0.468687;2.56982;9.57027;0.83898;0.0507661;-0.389779;0.926495;86.7296;0.948561;-0.109265;0.0941669;-0.281289;147.9;-164.914;-173.027
9.32;0.94263;-0.959574;1.58553;2.50418;-1.57037;-0.194224;2.96221;1.11899;2.32623;-0.453524;2.62091;9.59975;0.857822;0.053541;-0.395821;0.946256;87.034;0.950838;-0.112754;0.0929038;-0.272507;148.953;-164.63;-173.134
9.34;0.992936;-0.990511;1.58155;2.52629;-1.52316;-0.203129;2.95693;1.09102;2.39427;-0.436731;2.66713;9.62978;0.875079;0.05622;-0.400974;0.964212;87.3331;0.953116;-0.115975;0.0914935;-0.263529;150.026;-164.377;-173.242
9.36;1.04368;-1.02049;1.5774;2.54779;-1.47462;-0.211683;2.95137;1.05792;2.45827;-0.418398;2.70875;9.66025;0.890836;0.0588333;-0.405293;0.980465;87.6272;0.955383;-0.118941;0.0899409;-0.254372;151.117;-164.155;-173.351
9.38;1.09484;-1.04949;1.57309;2.56858;-1.42485;-0.219856;2.94553;1.01992;2.51827;-0.398616;2.74606;9.69109;0.905178;0.0614098;-0.408833;0.995119;87.9163;0.957631;-0.121663;0.0882505;-0.245052;152.223;-163.962;-173.461
9.4;1.14642;-1.07748;1.56861;2.58856;-1.37392;-0.227619;2.9394;0.977273;2.57431;-0.377476;2.77932;9.72223;0.91819;0.0639766;-0.411648;1.00828;88.2008;0.959851;-0.124153;0.0864267;-0.235584;153.344;-163.796;-173.575
9.42;1.19838;-1.10444;1.56398;2.60764;-1.32191;-0.234946;2.93299;0.930197;2.62642;-0.35507;2.80881;9.75362;0.929957;0.0665585;-0.41379;1.02004;88.4808;0.962035;-0.126421;0.084474;-0.225982;154.477;-163.655;-173.692
9.44;1.25071;-1.13035;1.55922;2.62574;-1.26889;-0.241814;2.92627;0.878933;2.67464;-0.331487;2.8348;9.78521;0.940562;0.0691777;-0.415306;1.0305;88.7564;0.964175;-0.128479;0.0823967;-0.216259;155.62;-163.537;-173.813
9.46;1.3034;-1.15519;1.55432;2.64277;-1.21495;-0.248199;2.91923;0.823716;2.719;-0.30682;2.85756;9.81695;0.950088;0.0718532;-0.416246;1.03976;89.0279;0.966264;-0.130337;0.0801993;-0.206428;156.772;-163.442;-173.939
9.48;1.35642;-1.17894;1.54929;2.65866;-1.16015;-0.25408;2.91187;0.764781;2.75955;-0.281159;2.87733;9.84881;0.958615;0.0746013;-0.416653;1.04791;89.2952;0.968295;-0.132004;0.0778863;-0.196499;157.932;-163.366;-174.07
9.5;1.40974;-1.20159;1.54416;2.67334;-1.10459;-0.259439;2.90416;0.702363;2.79631;-0.254595;2.89439;9.88076;0.966221;0.0774348;-0.41657;1.05504;89.5586;0.970262;-0.133492;0.0754625;-0.186483;159.098;-163.31;-174.207
9.52;1.46334;-1.22312;1.53892;2.68673;-1.04833;-0.264258;2.89609;0.636698;2.82932;-0.227219;2.90897;9.91275;0.972985;0.0803634;-0.41604;1.06125;89.8179;0.972158;-0.134808;0.0729328;-0.176391;160.27;-163.271;-174.35
9.54;1.5172;-1.24352;1.53359;2.69878;-0.99144;-0.268523;2.88765;0.568019;2.85862;-0.199122;2.92131;9.94476;0.978979;0.0833935;-0.4151;1.06661;90.0732;0.97398;-0.135961;0.0703022;-0.16623;161.446;-163.248;-174.5
9.56;1.57128;-1.26277;1.52818;2.70943;-0.934006;-0.272219;2.8788;0.496564;2.88425;-0.170396;2.93164;9.97677;0.984276;0.0865282;-0.413789;1.07122;90.3244;0.975722;-0.136961;0.0675761;-0.15601;162.625;-163.24;-174.657
9.58;1.62557;-1.28087;1.5227;2.71863;-0.876095;-0.275335;2.86955;0.422566;2.90624;-0.141131;2.94019;10.0087;0.988943;0.0897678;-0.41214;1.07514;90.5713;0.97738;-0.137814;0.0647599;-0.145738;163.807;-163.245;-174.82
9.6;1.68002;-1.29781;1.51717;2.72632;-0.81778;-0.277861;2.85986;0.346261;2.92462;-0.111418;2.94715;10.0406;0.993048;0.0931093;-0.410186;1.07846;90.8137;0.97895;-0.138528;0.0618594;-0.135421;164.99;-163.263;-174.991
9.62;1.73461;-1.31358;1.51159;2.73247;-0.759134;-0.279789;2.84973;0.267884;2.93943;-0.0813481;2.95274;10.0724;0.99665;0.0965472;-0.40796;1.08123;91.0513;0.980427;-0.13911;0.0588808;-0.125066;166.176;-163.291;-175.168
9.64;1.78931;-1.32818;1.50598;2.73703;-0.700226;-0.281113;2.83913;0.18767;2.95072;-0.0510125;2.95712;10.1041;0.999809;0.100073;-0.405489;1.08354;91.2838;0.98181;-0.139566;0.0558301;-0.114678;167.361;-163.33;-175.351
9.66;1.84408;-1.34159;1.50035;2.73996;-0.641128;-0.281829;2.82805;0.105855;2.95851;-0.0205022;2.96047;10.1356;1.00258;0.103677;-0.4028;1.08543;91.5108;0.983095;-0.139904;0.052714;-0.104262;168.548;-163.377;-175.541
9.68;1.89889;-1.35382;1.49471;2.74125;-0.581909;-0.281933;2.81648;0.0226736;2.96283;0.0100919;2.96294;10.1669;1.00501;0.107347;-0.39992;1.08697;91.7318;0.984279;-0.140127;0.0495392;-0.0938239;169.734;-163.432;-175.737
9.7;1.95372;-1.36487;1.48908;2.74086;-0.522638;-0.281425;2.8044;-0.0616392;2.96374;0.0406787;2.96466;10.1979;1.00715;0.111067;-0.396871;1.08821;91.9465;0.98536;-0.140242;0.0463127;-0.0833675;170.92;-163.495;-175.939
9.72;2.00852;-1.37473;1.48346;2.73878;-0.463382;-0.280306;2.79181;-0.146848;2.96125;0.0711673;2.96575;10.2285;1.00904;0.114822;-0.393675;1.08919;92.1542;0.986337;-0.140253;0.0430416;-0.0728969;172.106;-163.563;-176.146
9.74;2.06326;-1.3834;1.47787;2.73498;-0.40421;-0.27858;2.77869;-0.232718;2.95542;0.101467;2.9663;10.2589;1.01071;0.118595;-0.390351;1.08995;92.3544;0.987207;-0.140165;0.0397334;-0.0624154;173.291;-163.638;-176.357
9.76;2.11791;-1.3909;1.47232;2.72947;-0.345188;-0.27625;2.76504;-0.319014;2.94627;0.131486;2.9664;10.2887;1.01221;0.122367;-0.386919;1.09053;92.5464;0.987969;-0.139982;0.0363955;-0.0519264;174.475;-163.717;-176.573
9.78;2.17243;-1.39721;1.46683;2.72222;-0.286381;-0.273323;2.75086;-0.4055;2.93384;0.161133;2.96611;10.3181;1.01355;0.126121;-0.383393;1.09096;92.7297;0.988621;-0.139707;0.0330357;-0.0414326;175.659;-163.801;-176.791
9.8;2.22678;-1.40235;1.46139;2.71325;-0.227856;-0.269807;2.73613;-0.491941;2.91816;0.190319;2.96545;10.3469;1.01477;0.129836;-0.379788;1.09126;92.9036;0.989164;-0.139343;0.0296618;-0.0309368;176.841;-163.889;-177.013
9.82;2.28094;-1.40633;1.45604;2.70255;-0.169676;-0.265714;2.72087;-0.578103;2.89928;0.218951;2.96445;10.3751;1.01587;0.133493;-0.376118;1.09146;93.0674;0.989595;-0.138894;0.0262817;-0.0204413;178.023;-163.98;-177.236
9.84;2.33487;-1.40914;1.45077;2.69013;-0.111906;-0.261054;2.70508;-0.66375;2.87723;0.246939;2.9631;10.4025;1.01688;0.137074;-0.372392;1.09157;93.2205;0.989914;-0.138362;0.0229035;-0.0099484;179.204;-164.074;-177.461
9.86;2.38854;-1.41081;1.4456;2.676;-0.054608;-0.255841;2.68876;-0.748647;2.85204;0.274191;2.96138;10.4291;1.0178;0.140559;-0.368621;1.09159;93.362;0.990122;-0.137748;0.0195351;0.000539808;0.384178;-15.8284;2.31331
9.88;2.4419;-1.41133;1.44054;2.66019;0.00215495;-0.250092;2.67192;-0.832559;2.82375;0.300618;2.95923;10.4547;1.01864;0.14393;-0.364813;1.09153;93.4915;0.990217;-0.137055;0.0161848;0.0110213;1.56353;-15.7282;2.08814
9.9;2.49493;-1.41073;1.4356;2.64271;0.0583214;-0.243822;2.65457;-0.91525;2.79239;0.326127;2.9566;10.4794;1.01939;0.14717;-0.360973;1.09138;93.6083;0.990201;-0.136284;0.0128605;0.0214941;2.74213;-15.6254;1.86395
9.92;2.5476;-1.409;1.43079;2.62359;0.11383;-0.237053;2.63673;-0.996486;2.75801;0.350627;2.9534;10.5029;1.02004;0.150262;-0.357106;1.09114;93.7116;0.990072;-0.135436;0.00957028;0.0319562;3.92;-15.5199;1.64153
9.94;2.59987;-1.40618;1.42612;2.60286;0.168622;-0.229805;2.61842;-1.07603;2.72064;0.374028;2.94951;10.5252;1.02059;0.153192;-0.353215;1.09079;93.801;0.989832;-0.134511;0.00632224;0.0424055;5.09717;-15.4117;1.42162
9.96;2.6517;-1.40226;1.4216;2.58056;0.222636;-0.2221;2.59965;-1.15365;2.68031;0.396239;2.94482;10.5461;1.021;0.155945;-0.349301;1.09031;93.8758;0.98948;-0.133509;0.00312428;0.0528398;6.27363;-15.3006;1.20497
9.98;2.70308;-1.39728;1.41724;2.55673;0.275815;-0.213964;2.58045;-1.22911;2.63706;0.417169;2.93919;10.5656;1.02127;0.15851;-0.345364;1.08967;93.9357;0.989019;-0.132431;-1.57326e-05;0.0632569;7.44934;-15.1863;0.992308
10;2.75396;-1.39124;1.41304;2.53141;0.328099;-0.205422;2.56084;-1.30217;2.59093;0.436726;2.93245;10.5834;1.02135;0.160876;-0.341401;1.08885;93.9801;0.988448;-0.131276;-0.00309005;0.0736542;8.62423;-15.0687;0.78432
10.02;2.80433;-1.38416;1.40902;2.50466;0.379433;-0.196504;2.54085;-1.3726;2.54195;0.45482;2.92445;10.5996;1.02121;0.163034;-0.337408;1.08779;94.0087;0.98777;-0.130042;-0.00609103;0.0840287;9.7982;-14.9472;0.581673
10.04;2.85414;-1.37607;1.40519;2.47653;0.429759;-0.18724;2.5205;-1.44016;2.49015;0.471359;2.91498;10.6139;1.02079;0.164977;-0.333381;1.08645;94.0213;0.986985;-0.128728;-0.00901119;0.0943775;10.9711;-14.8215;0.384988
10.06;2.90338;-1.36698;1.40154;2.44707;0.479021;-0.177661;2.49984;-1.50463;2.43559;0.486253;2.90386;10.6262;1.02007;0.1667;-0.329311;1.08479;94.0176;0.986095;-0.127332;-0.0118432;0.104697;12.1426;-14.6909;0.194845
10.08;2.95201;-1.35691;1.39808;2.41636;0.527164;-0.167801;2.47888;-1.56576;2.37828;0.499415;2.89089;10.6364;1.01896;0.168202;-0.32519;1.08274;93.9977;0.985102;-0.125851;-0.0145802;0.114983;13.3126;-14.5549;0.0117276
10.1;3.00002;-1.3459;1.39483;2.38446;0.574134;-0.157696;2.45768;-1.6235;2.31832;0.510831;2.87599;10.6445;1.01744;0.169501;-0.321012;1.08026;93.9623;0.984008;-0.124285;-0.0172223;0.125233;14.4807;-14.4131;-0.164669
10.12;3.04739;-1.33395;1.39178;2.35145;0.61988;-0.147379;2.43624;-1.67788;2.25582;0.520545;2.85919;10.6506;1.01549;0.170632;-0.316773;1.07735;93.9129;0.982814;-0.122634;-0.0197751;0.135443;15.6465;-14.2653;-0.335263
10.14;3.09408;-1.32111;1.38893;2.31737;0.664351;-0.136885;2.4146;-1.72898;2.1909;0.528603;2.84056;10.6546;1.0131;0.171629;-0.31247;1.074;93.851;0.981521;-0.120899;-0.0222442;0.14561;16.8097;-14.1115;-0.500969
10.16;3.14007;-1.30739;1.3863;2.28231;0.7075;-0.126246;2.39279;-1.77683;2.12367;0.535051;2.82018;10.6567;1.01026;0.172523;-0.308101;1.07019;93.778;0.980132;-0.11908;-0.0246348;0.155732;17.9699;-13.9517;-0.662681
10.18;3.18536;-1.29282;1.38388;2.24632;0.749283;-0.115494;2.3708;-1.82151;2.05425;0.539936;2.79811;10.6569;1.00696;0.173343;-0.303664;1.06594;93.6953;0.978647;-0.117178;-0.0269524;0.165804;19.1267;-13.7857;-0.82127
10.2;3.22992;-1.27743;1.38168;2.20947;0.789657;-0.104659;2.34867;-1.86306;1.98277;0.543304;2.77445;10.6554;1.0032;0.174118;-0.299159;1.06124;93.6043;0.977068;-0.115194;-0.0292018;0.175824;20.2797;-13.6138;-0.977575
10.22;3.27374;-1.26124;1.3797;2.17182;0.828581;-0.0937713;2.3264;-1.90154;1.90933;0.545201;2.7493;10.6521;0.99898;0.174871;-0.294583;1.05609;93.5064;0.975396;-0.113129;-0.031388;0.185787;21.4284;-13.4358;-1.13241
10.24;3.31679;-1.24429;1.37793;2.13343;0.866018;-0.0828602;2.30399;-1.93701;1.83406;0.545674;2.72279;10.6472;0.994296;0.175627;-0.289936;1.05049;93.4028;0.973634;-0.110984;-0.0335156;0.195689;22.5725;-13.252;-1.28655
10.26;3.35907;-1.22661;1.37638;2.09436;0.901932;-0.0719535;2.28144;-1.96953;1.75707;0.544768;2.69502;10.6408;0.989154;0.176407;-0.285218;1.04446;93.2949;0.971783;-0.10876;-0.0355891;0.205527;23.7115;-13.0624;-1.44073
10.28;3.40056;-1.20823;1.37505;2.05466;0.93629;-0.0610784;2.25876;-1.99914;1.67849;0.542529;2.66612;10.6329;0.983559;0.177231;-0.280429;1.038;93.1839;0.969844;-0.106457;-0.0376128;0.215296;24.845;-12.8672;-1.59567
10.3;3.44125;-1.18917;1.37394;2.01441;0.969061;-0.0502609;2.23595;-2.0259;1.59842;0.539005;2.63623;10.6236;0.977518;0.178117;-0.27557;1.03112;93.071;0.967821;-0.104078;-0.0395906;0.224993;25.9724;-12.6665;-1.75203
