Time;Pos_x;Pos_y;Pos_z;Vel_x;Vel_y;Vel_z;Vel_norm;Acc_x;Acc_y;Acc_z;Acc_norm;Thrust;Omg_x;Omg_y;Omg_z;Omg_norm;Alpha;Quat_w;Quat_x;Quat_y;Quat_z;Yaw;Pitch;Roll
4.06;-2.52065;-1.37087;1.4793;-2.09505;-0.121306;-0.135533;2.10293;0.670609;1.74428;0.0792022;1.87043;10.0265;-0.813009;0.126253;0.223819;0.852653;94.0202;0.0230322;-0.000348142;-0.0856642;-0.995906;2.67369;170.177;179.73
4.08;-2.56241;-1.37295;1.47661;-2.08123;-0.0867544;-0.133916;2.08733;0.711353;1.71082;0.0824486;1.85465;10.0274;-0.808562;0.12779;0.220417;0.847754;94.1317;0.0149861;-0.00218108;-0.0845264;-0.996155;1.75824;170.309;179.6
4.1;-2.60389;-1.37435;1.47395;-2.0666;-0.0528753;-0.132236;2.0715;0.751433;1.67705;0.0855436;1.83969;10.0284;-0.804359;0.129375;0.21708;0.843122;94.2445;0.00698609;-0.00401598;-0.0833891;-0.996333;0.848319;170.438;179.467
4.12;-2.64507;-1.37507;1.47132;-2.05117;-0.0196738;-0.130495;2.05541;0.790745;1.64308;0.088489;1.8256;10.0294;-0.800443;0.130987;0.213819;0.8388;94.3579;0.00096992;0.00584716;0.0822567;0.996442;179.944;9.43567;-0.667962
4.14;-2.68593;-1.37514;1.46873;-2.03497;0.0128471;-0.128697;2.03908;0.829187;1.609;0.0912868;1.81239;10.0304;-0.79686;0.132602;0.210645;0.834829;94.471;0.00888434;0.00766869;0.0811332;0.996483;179.044;9.31328;-0.804141
4.16;-2.72646;-1.37456;1.46617;-2.01801;0.0446861;-0.126844;2.02249;0.866656;1.57491;0.0939388;1.80007;10.0314;-0.79365;0.134198;0.207565;0.831248;94.5832;0.0167601;0.00947437;0.0800227;0.996456;178.148;9.19507;-0.940755
4.18;-2.76665;-1.37336;1.46365;-2.00031;0.0758439;-0.12494;2.00565;0.903049;1.5409;0.0964471;1.78862;10.0325;-0.790854;0.13575;0.20459;0.828091;94.6937;0.0246005;0.0112578;0.0789291;0.996362;177.256;9.08145;-1.07693
4.2;-2.80647;-1.37154;1.46117;-1.9819;0.106323;-0.122988;1.98856;0.938264;1.50707;0.0988135;1.77802;10.0336;-0.788508;0.137234;0.201728;0.825392;94.8015;0.0324094;0.0130123;0.0778562;0.996201;176.367;8.97277;-1.21176
4.22;-2.84592;-1.36911;1.45874;-1.96279;0.136129;-0.120989;1.97122;0.972198;1.47352;0.10104;1.76823;10.0347;-0.786648;0.138627;0.198985;0.823181;94.9057;0.0401908;0.014731;0.0768079;0.995975;175.481;8.86937;-1.34431
4.24;-2.88498;-1.36609;1.45634;-1.94302;0.165266;-0.118947;1.95366;1.00475;1.44034;0.103128;1.75918;10.0358;-0.785306;0.139903;0.196368;0.821485;95.0053;0.0479493;0.0164069;0.0757877;0.995684;174.597;8.77155;-1.47359
4.26;-2.92363;-1.3625;1.45398;-1.92261;0.193745;-0.116865;1.93588;1.03581;1.40763;0.10508;1.75082;10.037;-0.78451;0.141038;0.193883;0.820328;95.0995;0.0556898;0.0180327;0.0747992;0.995327;173.715;8.67957;-1.59859
4.28;-2.96188;-1.35835;1.45166;-1.9016;0.221575;-0.114745;1.9179;1.0653;1.37547;0.106898;1.74305;10.038;-0.784281;0.14201;0.191534;0.819725;95.1872;0.0634174;0.0196021;0.0738451;0.994906;172.833;8.59359;-1.71841
4.3;-2.99969;-1.35364;1.44939;-1.88001;0.248767;-0.11259;1.89974;1.09324;1.34386;0.108584;1.73578;10.0391;-0.784609;0.142816;0.189316;0.819664;95.2681;0.0711374;0.0211133;0.072925;0.994421;171.95;8.51341;-1.83269
4.32;-3.03707;-1.3484;1.44716;-1.85788;0.275333;-0.110402;1.88141;1.11963;1.31282;0.110141;1.72893;10.0401;-0.785479;0.143453;0.187223;0.820127;95.342;0.078855;0.0225658;0.0720376;0.993872;171.068;8.43873;-1.94122
4.34;-3.07401;-1.34264;1.44497;-1.83523;0.301284;-0.108185;1.86294;1.14452;1.28232;0.11157;1.72242;10.041;-0.786872;0.143922;0.185248;0.821095;95.4087;0.0865753;0.0239593;0.0711817;0.993258;170.184;8.36928;-2.04383
4.36;-3.11048;-1.33636;1.44283;-1.81211;0.32663;-0.10594;1.84435;1.16794;1.25236;0.112875;1.71617;10.0418;-0.788771;0.144223;0.183387;0.822551;95.4681;0.0943032;0.0252935;0.0703559;0.99258;169.298;8.30478;-2.14038
4.38;-3.14649;-1.32957;1.44073;-1.78853;0.351382;-0.103671;1.82566;1.18991;1.22293;0.114057;1.71011;10.0425;-0.791159;0.144357;0.181633;0.824477;95.5199;0.102043;0.0265682;0.0695593;0.991837;168.409;8.24496;-2.23071
4.4;-3.18202;-1.3223;1.43868;-1.76452;0.375551;-0.101379;1.80689;1.21047;1.19403;0.11512;1.70417;10.0432;-0.794019;0.144325;0.179979;0.826854;95.5641;0.1098;0.0277833;0.0687905;0.991029;167.517;8.18956;-2.31471
4.42;-3.21707;-1.31456;1.43668;-1.74012;0.399147;-0.0990666;1.78805;1.22964;1.16565;0.116064;1.6983;10.0437;-0.797331;0.14413;0.178422;0.829666;95.6006;0.117578;0.0289388;0.0680487;0.990154;166.622;8.1383;-2.39228
4.44;-3.25162;-1.30634;1.43472;-1.71534;0.42218;-0.0967368;1.76918;1.24746;1.13778;0.116894;1.69244;10.0441;-0.801078;0.143773;0.176954;0.832892;95.6292;0.125381;0.0300348;0.0673325;0.989213;165.723;8.09093;-2.46333
4.46;-3.28568;-1.29767;1.43281;-1.69023;0.444661;-0.0943916;1.75029;1.26395;1.11041;0.117611;1.68654;10.0444;-0.805239;0.143258;0.175571;0.836516;95.6499;0.133213;0.0310714;0.0666411;0.988203;164.819;8.04719;-2.5278
4.48;-3.31923;-1.28856;1.43095;-1.66479;0.4666;-0.0920331;1.73139;1.27914;1.08355;0.118217;1.68055;10.0445;-0.809795;0.142588;0.174267;0.840517;95.6626;0.141078;0.0320488;0.0659734;0.987125;163.909;8.00683;-2.58563
4.5;-3.35227;-1.27901;1.42913;-1.63907;0.488006;-0.0896636;1.71252;1.29306;1.05717;0.118716;1.67443;10.0446;-0.814725;0.141764;0.173036;0.844876;95.6673;0.148978;0.0329673;0.0653284;0.985976;162.994;7.96961;-2.63678
4.52;-3.38479;-1.26904;1.42736;-1.61308;0.50889;-0.0872852;1.6937;1.30575;1.03128;0.119108;1.66814;10.0444;-0.820007;0.140792;0.171875;0.849574;95.6639;0.156918;0.0338273;0.0647052;0.984756;162.073;7.93527;-2.68123
4.54;-3.41679;-1.25866;1.42564;-1.58685;0.529261;-0.0849;1.67494;1.31723;1.00586;0.119398;1.66165;10.0442;-0.825619;0.139675;0.170776;0.854588;95.6524;0.1649;0.0346293;0.0641026;0.983462;161.145;7.90357;-2.71897
4.56;-3.44826;-1.24788;1.42396;-1.5604;0.549127;-0.0825099;1.65626;1.32752;0.980911;0.119587;1.65494;10.0437;-0.831537;0.138417;0.169736;0.859897;95.6328;0.172926;0.0353737;0.0635199;0.982094;160.211;7.87426;-2.75002
4.58;-3.4792;-1.2367;1.42234;-1.53376;0.5685;-0.0801171;1.63769;1.33667;0.956426;0.119677;1.64796;10.0432;-0.837736;0.137022;0.168749;0.865479;95.6051;0.181;0.0360611;0.0629561;0.980649;159.269;7.84712;-2.77439
4.6;-3.50961;-1.22514;1.42076;-1.50694;0.587388;-0.0777235;1.61924;1.34471;0.932397;0.119671;1.64071;10.0424;-0.844191;0.135495;0.167811;0.871308;95.5694;0.189123;0.0366922;0.0624103;0.979127;158.32;7.8219;-2.79213
4.62;-3.53948;-1.21321;1.41923;-1.47997;0.605799;-0.0753309;1.60093;1.35165;0.908815;0.119571;1.63315;10.0416;-0.850874;0.133841;0.166916;0.877361;95.5256;0.197296;0.0372677;0.0618815;0.977524;157.363;7.79837;-2.80329
4.64;-3.56881;-1.20091;1.41775;-1.45288;0.623743;-0.0729413;1.58279;1.35753;0.885675;0.11938;1.62529;10.0406;-0.857758;0.132063;0.16606;0.88361;95.474;0.205522;0.0377883;0.0613688;0.97584;156.397;7.77629;-2.80792
4.66;-3.59759;-1.18826;1.41631;-1.42568;0.641229;-0.0705563;1.56484;1.36238;0.862969;0.119101;1.61709;10.0394;-0.864813;0.130168;0.165239;0.890028;95.4145;0.213802;0.038255;0.0608715;0.974073;155.424;7.75543;-2.80613
4.68;-3.62584;-1.17526;1.41492;-1.39839;0.658265;-0.0681778;1.54708;1.36623;0.840691;0.118734;1.60855;10.0381;-0.872009;0.12816;0.164446;0.896587;95.3472;0.222136;0.0386687;0.0603884;0.97222;154.441;7.73558;-2.79799
4.7;-3.65353;-1.16193;1.41358;-1.37104;0.674859;-0.0658075;1.52955;1.3691;0.818832;0.118284;1.59966;10.0366;-0.879314;0.126044;0.163679;0.903256;95.2723;0.230526;0.0390303;0.0599189;0.97028;153.45;7.7165;-2.78362
4.72;-3.68068;-1.14827;1.41229;-1.34363;0.691021;-0.063447;1.51225;1.37104;0.797387;0.117751;1.59042;10.035;-0.886694;0.123827;0.162933;0.910003;95.19;0.23897;0.0393408;0.059462;0.96825;152.45;7.69798;-2.76316
4.74;-3.70727;-1.13429;1.41105;-1.3162;0.706757;-0.061098;1.4952;1.37206;0.776348;0.11714;1.58082;10.0333;-0.894116;0.121513;0.162202;0.916798;95.1002;0.247469;0.0396015;0.0590169;0.966129;151.441;7.67979;-2.73672
4.76;-3.73332;-1.12;1.40985;-1.28876;0.722077;-0.0587619;1.47843;1.3722;0.755708;0.116451;1.57086;10.0314;-0.901545;0.119107;0.161484;0.923605;95.0034;0.256022;0.0398133;0.0585827;0.963916;150.423;7.66172;-2.70448
4.78;-3.75883;-1.10541;1.40869;-1.26132;0.736988;-0.0564404;1.46194;1.37149;0.73546;0.115688;1.56054;10.0294;-0.908943;0.116617;0.160774;0.93039;94.8995;0.264628;0.0399777;0.0581585;0.961608;149.396;7.64357;-2.66659
4.8;-3.78378;-1.09053;1.40759;-1.2339;0.751498;-0.0541349;1.44575;1.36996;0.715598;0.114852;1.54986;10.0273;-0.916276;0.114047;0.160067;0.937117;94.7888;0.273287;0.0400958;0.0577435;0.959203;148.36;7.62514;-2.62324
4.82;-3.80818;-1.07536;1.40653;-1.20653;0.765615;-0.0518468;1.42988;1.36763;0.696113;0.113947;1.53882;10.025;-0.923503;0.111404;0.159361;0.94375;94.6717;0.281995;0.040169;0.057337;0.9567;147.315;7.60621;-2.57463
4.84;-3.83204;-1.05991;1.40552;-1.1792;0.779345;-0.0495775;1.41434;1.36454;0.676999;0.112974;1.52743;10.0226;-0.930588;0.108693;0.158651;0.950252;94.5482;0.290751;0.0401987;0.0569379;0.954098;146.262;7.58661;-2.52095
4.86;-3.85535;-1.04418;1.40455;-1.15195;0.792697;-0.0473282;1.39914;1.36071;0.658248;0.111936;1.5157;10.0201;-0.937491;0.105921;0.157934;0.956584;94.4187;0.299553;0.0401863;0.0565457;0.951396;145.199;7.56615;-2.46244
4.88;-3.87812;-1.0282;1.40362;-1.12478;0.805678;-0.0451004;1.3843;1.35617;0.639855;0.110836;1.50363;10.0175;-0.944175;0.103094;0.157206;0.962708;94.2834;0.308396;0.0401334;0.0561593;0.948591;144.128;7.54466;-2.39932
4.9;-3.90034;-1.01196;1.40274;-1.09771;0.818294;-0.0428952;1.36982;1.35097;0.621812;0.109675;1.49124;10.0148;-0.950599;0.100217;0.156464;0.968588;94.1427;0.317279;0.0400414;0.0557782;0.945684;143.049;7.52195;-2.33184
4.92;-3.92203;-0.995471;1.40191;-1.07075;0.830552;-0.0407138;1.35572;1.34511;0.604111;0.108457;1.47853;10.012;-0.956725;0.0972982;0.155704;0.974184;93.9969;0.326197;0.0399121;0.0554015;0.942672;141.963;7.49789;-2.26026
4.94;-3.94317;-0.97874;1.40111;-1.04391;0.84246;-0.0385573;1.342;1.33864;0.586746;0.107182;1.46551;10.009;-0.962517;0.0943429;0.154925;0.97946;93.8463;0.335146;0.039747;0.0550284;0.939557;140.868;7.47232;-2.18485
4.96;-3.96378;-0.961775;1.40036;-1.0172;0.854024;-0.0364269;1.32868;1.33159;0.569709;0.105855;1.4522;10.006;-0.967937;0.0913576;0.154124;0.984379;93.6912;0.344122;0.0395479;0.0546583;0.936337;139.767;7.4451;-2.10588
4.98;-3.98386;-0.944581;1.39966;-0.990647;0.865251;-0.0343235;1.31576;1.32397;0.552995;0.104477;1.43862;10.003;-0.97295;0.0883487;0.153297;0.988907;93.5321;0.353119;0.0393165;0.0542904;0.933012;138.659;7.41611;-2.02364
5;-4.00341;-0.927167;1.39899;-0.964248;0.876146;-0.0322481;1.30324;1.31583;0.536594;0.103051;1.42477;9.99979;-0.977521;0.0853226;0.152444;0.993009;93.3693;0.362134;0.0390544;0.0539242;0.929583;137.545;7.38525;-1.93842
5.02;-4.02243;-0.909538;1.39837;-0.938017;0.886717;-0.0302017;1.29114;1.30719;0.520502;0.101578;1.41067;9.99655;-0.98162;0.0822857;0.151561;0.996654;93.2031;0.371159;0.0387637;0.0535589;0.92605;136.425;7.35241;-1.85052
5.04;-4.04093;-0.8917;1.39778;-0.911964;0.896968;-0.0281853;1.27946;1.29809;0.50471;0.100062;1.39634;9.99324;-0.985216;0.0792443;0.150648;0.999812;93.0341;0.38019;0.038446;0.0531941;0.922413;135.301;7.31751;-1.76026
5.06;-4.05891;-0.873661;1.39724;-0.886097;0.906907;-0.0261995;1.2682;1.28854;0.489211;0.098505;1.3818;9.98988;-0.988282;0.0762047;0.149702;1.00246;92.8625;0.389221;0.0381033;0.052829;0.918674;134.171;7.28049;-1.66794
5.08;-4.07638;-0.855426;1.39673;-0.860425;0.916539;-0.0242453;1.25736;1.27859;0.473999;0.0969091;1.36706;9.98646;-0.990794;0.0731732;0.148724;1.00456;92.6889;0.398245;0.0377374;0.0524633;0.914834;133.038;7.2413;-1.57386
5.1;-4.09333;-0.837001;1.39627;-0.834956;0.925869;-0.0223234;1.24695;1.26826;0.459066;0.0952767;1.35214;9.98299;-0.992732;0.0701557;0.147712;1.00611;92.5136;0.407257;0.0373503;0.0520965;0.910895;131.902;7.1999;-1.47836
5.12;-4.10978;-0.818393;1.39584;-0.809697;0.934903;-0.0204345;1.23696;1.25757;0.444406;0.0936103;1.33707;9.97948;-0.994077;0.0671585;0.146665;1.00708;92.3371;0.41625;0.0369438;0.0517281;0.906859;130.763;7.15628;-1.38174
5.14;-4.12572;-0.799607;1.39545;-0.784655;0.943647;-0.0185792;1.22739;1.24657;0.43001;0.0919123;1.32185;9.97593;-0.994816;0.0641873;0.145584;1.00746;92.1598;0.425217;0.03652;0.0513578;0.902728;129.622;7.11044;-1.2843
5.16;-4.14116;-0.780649;1.3951;-0.759836;0.952105;-0.0167582;1.21825;1.23528;0.415873;0.090185;1.30652;9.97236;-0.99494;0.0612477;0.144469;1.00724;91.982;0.434151;0.0360806;0.0509854;0.898504;128.481;7.0624;-1.18637
5.18;-4.15612;-0.761525;1.39478;-0.735245;0.960284;-0.014972;1.20953;1.22372;0.401988;0.0884308;1.29109;9.96876;-0.994442;0.0583454;0.143321;1.00641;91.8043;0.443048;0.0356278;0.0506105;0.89419;127.339;7.0122;-1.08825
5.2;-4.17058;-0.74224;1.3945;-0.710888;0.968186;-0.0132211;1.20122;1.21194;0.388346;0.0866521;1.27558;9.96514;-0.993321;0.0554856;0.14214;1.00497;91.6271;0.451899;0.0351634;0.0502329;0.88979;126.197;6.95988;-0.990218
5.22;-4.18455;-0.722799;1.39425;-0.686769;0.975819;-0.0115061;1.19332;1.19995;0.374942;0.0848514;1.26003;9.96151;-0.99158;0.0526734;0.140927;1.00293;91.4506;0.460699;0.0346893;0.0498527;0.885306;125.056;6.90553;-0.892578
5.24;-4.19805;-0.703209;1.39404;-0.662891;0.983186;-0.0098272;1.18582;1.18779;0.361767;0.0830309;1.24444;9.95787;-0.989227;0.0499135;0.139684;1.00029;91.2754;0.469441;0.0342075;0.0494697;0.880742;123.917;6.84923;-0.795602
5.26;-4.21107;-0.683474;1.39386;-0.639258;0.990291;-0.00818493;1.17873;1.17549;0.348816;0.0811931;1.22884;9.95423;-0.986272;0.0472106;0.138413;0.997056;91.1018;0.47812;0.0337198;0.0490839;0.876101;122.781;6.79109;-0.699558
5.28;-4.22362;-0.663599;1.39371;-0.615873;0.99714;-0.00657957;1.17202;1.16308;0.336081;0.0793404;1.21326;9.9506;-0.982733;0.0445687;0.137116;0.993253;90.9302;0.486729;0.0332282;0.0486955;0.871389;121.648;6.73122;-0.6047
5.3;-4.23571;-0.64359;1.39359;-0.592736;1.00374;-0.0050114;1.1657;1.15058;0.323555;0.0774751;1.19772;9.94697;-0.978629;0.0419918;0.135795;0.988897;90.7609;0.495263;0.0327345;0.0483046;0.866607;120.519;6.66978;-0.511266
5.32;-4.24733;-0.623451;1.39351;-0.56985;1.01008;-0.00348063;1.15975;1.13803;0.31123;0.0755997;1.18224;9.94336;-0.973984;0.0394834;0.134454;0.984013;90.5943;0.503716;0.0322405;0.0479114;0.861761;119.395;6.6069;-0.419482
5.34;-4.2585;-0.603188;1.39345;-0.547215;1.01619;-0.00198746;1.15416;1.12545;0.299101;0.0737165;1.16685;9.93977;-0.968826;0.0370468;0.133094;0.978627;90.4306;0.512085;0.031748;0.0475163;0.856855;118.276;6.54276;-0.329556
5.36;-4.26922;-0.582805;1.39343;-0.524832;1.02205;-0.000532012;1.14893;1.11288;0.287159;0.0718278;1.15158;9.93621;-0.963188;0.0346848;0.13172;0.972771;90.2701;0.520364;0.0312587;0.0471196;0.851893;117.162;6.47754;-0.241678
5.38;-4.2795;-0.562308;1.39343;-0.502699;1.02767;0.000885632;1.14404;1.10035;0.275398;0.0699362;1.13644;9.93268;-0.957104;0.0323997;0.130334;0.966481;90.1131;0.528549;0.0307745;0.0467217;0.846879;116.055;6.41143;-0.156023
5.4;-4.28933;-0.5417;1.39346;-0.480817;1.03307;0.00226543;1.13948;1.08788;0.263811;0.068044;1.12148;9.92918;-0.950613;0.0301939;0.128941;0.959793;89.9599;0.536636;0.0302969;0.0463232;0.841817;114.955;6.34462;-0.0727438
5.42;-4.29873;-0.520987;1.39352;-0.459184;1.03823;0.0036074;1.13524;1.0755;0.252391;0.0661535;1.1067;9.92572;-0.943755;0.0280688;0.127544;0.952748;89.8106;0.544623;0.0298277;0.0459246;0.836711;113.863;6.27734;0.00802298
5.44;-4.3077;-0.500172;1.39361;-0.437796;1.04316;0.0049116;1.13132;1.06325;0.24113;0.0642672;1.09214;9.92231;-0.936574;0.0260257;0.126148;0.94539;89.6654;0.552506;0.0293683;0.0455267;0.831565;112.778;6.2098;0.0861612
5.46;-4.31624;-0.479262;1.39372;-0.416653;1.04787;0.00617814;1.12769;1.05115;0.230022;0.0623875;1.07784;9.91895;-0.929116;0.0240657;0.124756;0.937764;89.5245;0.560282;0.0289204;0.0451301;0.826383;111.701;6.14222;0.161574
5.48;-4.32437;-0.458259;1.39386;-0.395749;1.05236;0.00740716;1.12434;1.03924;0.21906;0.0605166;1.0638;9.91564;-0.921428;0.0221892;0.123372;0.929916;89.388;0.567951;0.0284853;0.0447356;0.821168;110.633;6.07485;0.234184
5.5;-4.33208;-0.437168;1.39402;-0.375081;1.05664;0.00859888;1.12127;1.02754;0.208236;0.0586571;1.05007;9.91239;-0.913559;0.0203962;0.122002;0.921895;89.256;0.57551;0.0280647;0.0443441;0.815924;109.574;6.00792;0.303934
5.52;-4.33937;-0.415995;1.3942;-0.354646;1.06069;0.00975354;1.11846;1.01608;0.197544;0.0568113;1.03666;9.9092;-0.905559;0.0186866;0.12065;0.913752;89.1286;0.582958;0.0276598;0.0439564;0.810655;108.523;5.94168;0.370786
5.54;-4.34626;-0.394742;1.39441;-0.334436;1.06454;0.0108714;1.11589;1.00489;0.186976;0.0549816;1.02362;9.90608;-0.897478;0.0170596;0.11932;0.905536;89.0059;0.590295;0.027272;0.0435735;0.805361;107.482;5.87636;0.43472
5.56;-4.35275;-0.373415;1.39463;-0.314448;1.06817;0.0119529;1.11356;0.994007;0.176526;0.0531704;1.01096;9.90303;-0.889368;0.0155142;0.118016;0.897299;88.8878;0.597522;0.0269026;0.0431965;0.800048;106.449;5.81222;0.495737
5.58;-4.35884;-0.352016;1.39488;-0.294674;1.0716;0.0129984;1.11145;0.983453;0.166186;0.05138;0.998718;9.90006;-0.881281;0.0140491;0.116745;0.889091;88.7744;0.604637;0.0265529;0.0428265;0.794716;105.426;5.74951;0.553853
5.6;-4.36454;-0.330552;1.39515;-0.275107;1.07482;0.0140083;1.10956;0.97326;0.155949;0.0496129;0.986922;9.89716;-0.873268;0.0126624;0.11551;0.880965;88.6656;0.611642;0.026224;0.0424644;0.789367;104.412;5.68848;0.609107
5.62;-4.36985;-0.309025;1.39544;-0.255741;1.07784;0.0149831;1.10787;0.963457;0.145809;0.0478714;0.975603;9.89435;-0.865379;0.0113521;0.114316;0.872971;88.5615;0.618539;0.0259171;0.0421117;0.784004;103.407;5.62937;0.661551
5.64;-4.37477;-0.28744;1.39575;-0.236566;1.08066;0.0159233;1.10636;0.954074;0.135758;0.0461579;0.964789;9.89162;-0.857666;0.0101158;0.113168;0.865159;88.4619;0.625329;0.0256333;0.0417693;0.778627;102.411;5.57244;0.711256
5.66;-4.37931;-0.2658;1.39608;-0.217575;1.08327;0.0168296;1.10503;0.945141;0.125789;0.0444749;0.954511;9.88899;-0.850178;0.00895057;0.112071;0.85758;88.3667;0.632014;0.0253737;0.0414388;0.773237;101.424;5.51792;0.75831
5.68;-4.38348;-0.24411;1.39643;-0.198758;1.08569;0.0177025;1.10387;0.936687;0.115895;0.0428246;0.944801;9.88644;-0.842965;0.00785343;0.111029;0.850281;88.2758;0.638596;0.0251391;0.0411212;0.767835;100.445;5.46607;0.802816
5.7;-4.38726;-0.222374;1.39679;-0.180104;1.08791;0.0185428;1.10287;0.928742;0.10607;0.0412095;0.935687;9.884;-0.836073;0.00682096;0.110047;0.843312;88.1891;0.645078;0.0249307;0.0408182;0.76242;99.4744;5.41712;0.844893
5.72;-4.39068;-0.200595;1.39717;-0.161604;1.08993;0.0193512;1.10202;0.921336;0.0963051;0.039632;0.927203;9.88166;-0.829551;0.00584946;0.10913;0.836718;88.1064;0.651463;0.0247493;0.0405309;0.756993;98.5113;5.37132;0.884677
5.74;-4.39373;-0.178778;1.39756;-0.143247;1.09176;0.0201284;1.1013;0.914497;0.0865948;0.0380945;0.919378;9.87943;-0.823442;0.00493492;0.108281;0.830545;88.0275;0.657755;0.0245957;0.040261;0.751552;97.5554;5.32888;0.922315
5.76;-4.39641;-0.156926;1.39797;-0.12502;1.09339;0.0208752;1.10072;0.908257;0.0769315;0.0365993;0.912243;9.8773;-0.817791;0.00407306;0.107507;0.824837;87.9523;0.663956;0.0244708;0.0400099;0.746097;96.6064;5.29005;0.957973
5.78;-4.39873;-0.135043;1.3984;-0.106912;1.09484;0.0215926;1.10026;0.902643;0.0673082;0.0351488;0.905831;9.87529;-0.81264;0.0032593;0.10681;0.819635;87.8805;0.670072;0.0243754;0.0397791;0.740625;95.6635;5.25505;0.991828
5.8;-4.40069;-0.113134;1.39884;-0.0889103;1.09609;0.0222815;1.09991;0.897687;0.0577178;0.0337455;0.900173;9.8734;-0.808029;0.00248878;0.106196;0.814981;87.8119;0.676106;0.0243101;0.0395703;0.735134;94.7263;5.2241;1.02407
5.82;-4.40229;-0.0912012;1.39929;-0.0710004;1.09715;0.0229428;1.09968;0.893417;0.0481533;0.0323917;0.8953;9.87163;-0.803997;0.00175636;0.105668;0.810914;87.7463;0.682061;0.0242757;0.039385;0.729623;93.7941;5.19741;1.05492
5.84;-4.40353;-0.0692493;1.39975;-0.0531689;1.09801;0.0235775;1.09955;0.889863;0.0386077;0.0310897;0.891242;9.86998;-0.800582;0.00105662;0.105231;0.807469;87.6833;0.687944;0.0242728;0.039225;0.724088;92.8662;5.1752;1.08457
5.86;-4.40441;-0.047282;1.40023;-0.035401;1.09869;0.0241867;1.09953;0.887055;0.0290739;0.0298421;0.888033;9.86847;-0.797818;0.000383855;0.104889;0.804684;87.6227;0.693758;0.024302;0.0390919;0.718526;91.9419;5.15765;1.11328
5.88;-4.40495;-0.025303;1.40072;-0.0176815;1.09918;0.0247716;1.0996;0.885022;0.0195448;0.028651;0.885701;9.86709;-0.795738;-0.000267939;0.104646;0.80259;87.5642;0.699508;0.0243638;0.0389874;0.712933;91.0205;5.14498;1.1413
5.9;-4.40512;-0.00331617;1.40122;5.28591e-06;1.09947;0.0253332;1.09976;0.883794;0.0100135;0.0275191;0.884279;9.86585;-0.794374;-0.000905049;0.104505;0.801219;87.5074;0.705199;0.0244587;0.0389135;0.707305;90.1011;5.13738;1.16887
5.92;-4.40495;0.0186746;1.40173;0.0176758;1.09958;0.0258727;1.10002;0.883401;0.000472921;0.0264486;0.883797;9.86475;-0.793754;-0.00153407;0.104471;0.8006;87.4521;0.710835;0.0245871;0.038872;0.701638;89.1828;5.13501;1.19629
5.94;-4.40442;0.0406656;1.40226;0.0353471;1.09949;0.0263915;1.10038;0.883872;-0.00908403;0.0254419;0.884284;9.86381;-0.793904;-0.00216189;0.104546;0.800761;87.3978;0.716423;0.0247495;0.0388647;0.695926;88.2649;5.13807;1.22385
5.96;-4.40353;0.062653;1.40279;0.0530366;1.09921;0.0268909;1.10082;0.885236;-0.0186644;0.0245014;0.885772;9.86301;-0.794849;-0.00279573;0.104734;0.801724;87.3443;0.721965;0.0249461;0.0388936;0.690166;87.3464;5.14672;1.25185
5.98;-4.40229;0.0846329;1.40333;0.0707627;1.09874;0.0273721;1.10136;0.887519;-0.0282751;0.0236293;0.888284;9.86238;-0.796606;-0.00344312;0.105039;0.803508;87.291;0.727468;0.025177;0.0389605;0.684351;86.4264;5.1611;1.28063
6;-4.4007;0.106601;1.40388;0.0885434;1.09808;0.0278365;1.102;0.890706;-0.0379236;0.0228254;0.891805;9.86191;-0.799154;-0.00411139;0.105456;0.806092;87.2376;0.732937;0.025441;0.0390659;0.678475;85.5039;5.18108;1.3105
6.02;-4.39875;0.128555;1.40445;0.106397;1.09723;0.0282855;1.10274;0.89476;-0.0476169;0.0220887;0.896299;9.86159;-0.802452;-0.00480751;0.105984;0.809435;87.1839;0.738375;0.025736;0.0392093;0.672533;84.5781;5.20646;1.34176
6.04;-4.39644;0.150489;1.40502;0.124339;1.09618;0.0287205;1.10358;0.899648;-0.0573623;0.0214179;0.901729;9.86143;-0.806459;-0.00553811;0.106615;0.813494;87.1293;0.743786;0.0260601;0.0393904;0.66652;83.6481;5.23698;1.37471
6.06;-4.39378;0.172401;1.40559;0.142388;1.09493;0.0291427;1.10454;0.905333;-0.0671672;0.020812;0.90806;9.86141;-0.811127;-0.00630947;0.107346;0.818224;87.0736;0.749175;0.0264114;0.0396087;0.66043;82.713;5.27241;1.40963
6.08;-4.39075;0.194285;1.40618;0.160558;1.09349;0.0295534;1.10561;0.911782;-0.0770387;0.0202697;0.915255;9.86155;-0.816412;-0.00712758;0.108172;0.823578;87.0164;0.754544;0.0267879;0.0398638;0.654258;81.7722;5.31251;1.44678
6.1;-4.38735;0.216139;1.40678;0.178864;1.09185;0.0299539;1.10681;0.918957;-0.0869842;0.0197899;0.923277;9.86182;-0.822263;-0.00799806;0.109088;0.829507;86.9575;0.759897;0.0271878;0.0401552;0.648;80.8249;5.357;1.48642
6.12;-4.38359;0.237958;1.40738;0.197321;1.09001;0.0303454;1.10814;0.926825;-0.0970108;0.0193715;0.93209;9.86224;-0.828631;-0.00892626;0.110088;0.83596;86.8965;0.765234;0.0276093;0.0404824;0.64165;79.8705;5.40564;1.52879
